frame,BOX_conf,TOE_conf,HOSEL_conf,GRIP_conf
1.0,0.35697680711746216,0.9993452429771423,0.9995629191398621,0.9993128776550293
2.0,0.4202716052532196,0.9993749260902405,0.9995872378349304,0.9992341995239258
3.0,0.4402368366718292,0.9993902444839478,0.9995964169502258,0.9992285966873169
4.0,0.453263521194458,0.9994158744812012,0.9996148347854614,0.9992468357086182
5.0,0.46464109420776367,0.9994254112243652,0.9996215105056763,0.9992703795433044
6.0,0.48841944336891174,0.9997091889381409,0.9997954964637756,0.9992196559906006
7.0,0.4945146441459656,0.9997126460075378,0.9997971653938293,0.9992212057113647
8.0,0.5065372586250305,0.9997022747993469,0.9997919201850891,0.999251663684845
9.0,0.5161138772964478,0.9996930360794067,0.9997853636741638,0.999241828918457
10.0,0.5072071552276611,0.9996674060821533,0.9997687935829163,0.9992237091064453
11.0,0.5227611064910889,0.9996674060821533,0.9997685551643372,0.9992244243621826
12.0,0.5214342474937439,0.999670147895813,0.9997696280479431,0.999213457107544
13.0,0.5419998168945312,0.9996887445449829,0.9997841715812683,0.9992464780807495
14.0,0.5586209297180176,0.9997171759605408,0.9998025298118591,0.999225378036499
15.0,0.5632135272026062,0.9997082352638245,0.9997958540916443,0.9991996884346008
16.0,0.5699223279953003,0.9997124075889587,0.9997979998588562,0.999194324016571
17.0,0.5835438370704651,0.9997109770774841,0.9997974038124084,0.9992033839225769
18.0,0.5761919617652893,0.9996975660324097,0.9997889399528503,0.9992117881774902
19.0,0.5752009749412537,0.999697208404541,0.9997888207435608,0.9991963505744934
20.0,0.5823036432266235,0.9996904134750366,0.9997828602790833,0.999164342880249
21.0,0.5876323580741882,0.9997072815895081,0.9997952580451965,0.9991832375526428
22.0,0.5879759192466736,0.9997202754020691,0.999805748462677,0.9992198944091797
23.0,0.587130069732666,0.9997132420539856,0.9997981190681458,0.9991945624351501
24.0,0.5861150622367859,0.9997085928916931,0.9997934699058533,0.9991554021835327
25.0,0.5929968953132629,0.9997033476829529,0.999790608882904,0.9991703033447266
26.0,0.5930800437927246,0.9997156262397766,0.9998002648353577,0.9992067217826843
27.0,0.5909046530723572,0.9997172951698303,0.9998018145561218,0.9992031455039978
28.0,0.5934535264968872,0.9997225403785706,0.9998045563697815,0.9991989731788635
29.0,0.5940757393836975,0.9997372031211853,0.9998132586479187,0.9991901516914368
30.0,0.5958766341209412,0.9997401833534241,0.9998156428337097,0.9991746544837952
31.0,0.5945397615432739,0.9997380375862122,0.9998154044151306,0.9991840720176697
32.0,0.6074466705322266,0.9997217059135437,0.9998012185096741,0.9991011619567871
33.0,0.6090019941329956,0.9997147917747498,0.9997972846031189,0.9990885257720947
34.0,0.6093314290046692,0.9997238516807556,0.9998036026954651,0.9991052746772766
35.0,0.6117283701896667,0.9997228980064392,0.9998037219047546,0.9991211295127869
36.0,0.6115199327468872,0.999717652797699,0.999799907207489,0.999115526676178
37.0,0.6115986108779907,0.9997113347053528,0.999794065952301,0.9990849494934082
38.0,0.6166489124298096,0.999721348285675,0.9998015761375427,0.9991101622581482
39.0,0.6192900538444519,0.9997324347496033,0.9998093247413635,0.9991154074668884
40.0,0.6173186898231506,0.99974125623703,0.9998177886009216,0.9991932511329651
41.0,0.6103922128677368,0.9997414946556091,0.9998176693916321,0.9991819262504578
42.0,0.6148019433021545,0.9997513890266418,0.9998263716697693,0.9992331266403198
43.0,0.6142670512199402,0.999749481678009,0.999824583530426,0.999226450920105
44.0,0.6255723834037781,0.9997549653053284,0.9998266100883484,0.9991896748542786
45.0,0.6303625702857971,0.999758780002594,0.9998286962509155,0.9991740584373474
46.0,0.6271980404853821,0.9997425675392151,0.9998162388801575,0.9991329312324524
47.0,0.6304389834403992,0.9997348189353943,0.9998108744621277,0.9991515874862671
48.0,0.6325579881668091,0.9997256398200989,0.9998043179512024,0.9991446733474731
49.0,0.6348928809165955,0.9997180104255676,0.999798595905304,0.9991451501846313
50.0,0.6400615572929382,0.9997249245643616,0.999803364276886,0.9991251826286316
51.0,0.6363404989242554,0.9997209906578064,0.999800980091095,0.9991422891616821
52.0,0.636124849319458,0.9997263550758362,0.9998049139976501,0.9991457462310791
53.0,0.6323701739311218,0.9997038245201111,0.9997857213020325,0.9990429282188416
54.0,0.6348179578781128,0.9997071623802185,0.9997895359992981,0.999086856842041
55.0,0.6322912573814392,0.9997188448905945,0.9997988343238831,0.9991075396537781
56.0,0.6274479627609253,0.9997156262397766,0.9997968077659607,0.9991233944892883
57.0,0.62743079662323,0.9997133612632751,0.9997949004173279,0.9991077780723572
58.0,0.6266319751739502,0.9997304081916809,0.9998061060905457,0.999103307723999
59.0,0.6301869750022888,0.9997301697731018,0.999805748462677,0.9990990161895752
60.0,0.6302531957626343,0.9997329115867615,0.9998078942298889,0.9990949630737305
61.0,0.6355977654457092,0.9997469782829285,0.999818742275238,0.9991422891616821
62.0,0.6371280550956726,0.9997314810752869,0.9998078942298889,0.9991069436073303
63.0,0.6368740200996399,0.9997261166572571,0.9998039603233337,0.9990957975387573
64.0,0.6374802589416504,0.9997236132621765,0.9998020529747009,0.9990659356117249
65.0,0.6371115446090698,0.9997115731239319,0.9997922778129578,0.9990150928497314
66.0,0.6387664675712585,0.9997159838676453,0.9997958540916443,0.9990436434745789
67.0,0.640273928642273,0.999717652797699,0.9997970461845398,0.9990328550338745
68.0,0.6395601630210876,0.9997290968894958,0.9998053908348083,0.9990719556808472
69.0,0.6375371217727661,0.9997332692146301,0.9998080134391785,0.999061644077301
70.0,0.6323174238204956,0.9997316002845764,0.9998074173927307,0.9990909099578857
71.0,0.6336876749992371,0.9997394680976868,0.9998133778572083,0.9990915060043335
72.0,0.6322069764137268,0.999737560749054,0.9998121857643127,0.9991039633750916
73.0,0.6325200200080872,0.9997323155403137,0.999808132648468,0.9990907907485962
74.0,0.6284646391868591,0.9997314810752869,0.9998064637184143,0.999076247215271
75.0,0.6264627575874329,0.9997348189353943,0.9998096823692322,0.9990935325622559
76.0,0.6175412535667419,0.9997301697731018,0.9998051524162292,0.9990642666816711
77.0,0.626879096031189,0.9997126460075378,0.9997938275337219,0.9990900754928589
78.0,0.6310218572616577,0.9997190833091736,0.9997963309288025,0.9990444779396057
79.0,0.6355828046798706,0.999721348285675,0.9997991919517517,0.9990754127502441
80.0,0.6347719430923462,0.9997274279594421,0.999803364276886,0.9990921020507812
81.0,0.6339203119277954,0.9997193217277527,0.9997976422309875,0.9990739822387695
82.0,0.6363491415977478,0.9997184872627258,0.9997984766960144,0.999112069606781
83.0,0.637141227722168,0.9997223019599915,0.9998024106025696,0.999173104763031
84.0,0.6341356635093689,0.9997251629829407,0.9998041987419128,0.9991503953933716
85.0,0.6282382011413574,0.9997275471687317,0.9998059868812561,0.9991497993469238
86.0,0.6387329697608948,0.9997223019599915,0.9998034834861755,0.9991596937179565
87.0,0.6335573196411133,0.999723494052887,0.9998034834861755,0.9991403818130493
88.0,0.6333560347557068,0.9997262358665466,0.9998052716255188,0.9991455078125
89.0,0.6346125602722168,0.9997265934944153,0.9998055100440979,0.9991481304168701
90.0,0.6329571008682251,0.9997379183769226,0.9998132586479187,0.999148964881897
91.0,0.6341668367385864,0.9997368454933167,0.9998125433921814,0.9991456270217896
92.0,0.6311026811599731,0.9997285008430481,0.9998069405555725,0.99912029504776
93.0,0.6294885873794556,0.9997187256813049,0.999799907207489,0.9991033673286438
94.0,0.6307913064956665,0.9996980428695679,0.9997825026512146,0.999018669128418
95.0,0.6329765915870667,0.9997178912162781,0.9997994303703308,0.9990947246551514
96.0,0.6321340203285217,0.9997113347053528,0.9997944235801697,0.9990766048431396
97.0,0.6293909549713135,0.9997215867042542,0.9998020529747009,0.9990992546081543
98.0,0.6287019848823547,0.9997228980064392,0.9998008608818054,0.9990666508674622
99.0,0.6312755942344666,0.9997273087501526,0.9998055100440979,0.9990986585617065
100.0,0.6363500356674194,0.9997332692146301,0.9998095631599426,0.999104917049408
101.0,0.6368162035942078,0.9997418522834778,0.9998155236244202,0.9991115927696228
102.0,0.6275616884231567,0.999729335308075,0.9998069405555725,0.9990959167480469
103.0,0.6233413219451904,0.999724805355072,0.9998047947883606,0.9991167187690735
104.0,0.6230924725532532,0.9997307658195496,0.999809205532074,0.9991438388824463
105.0,0.6209397315979004,0.9997323155403137,0.9998109936714172,0.999152660369873
106.0,0.6230073571205139,0.9997313618659973,0.9998101592063904,0.9991525411605835
107.0,0.6267800331115723,0.9997169375419617,0.9998000264167786,0.9991174340248108
108.0,0.6313987970352173,0.9997162222862244,0.9997989535331726,0.9991181492805481
109.0,0.6336002349853516,0.9997124075889587,0.9997950196266174,0.9990900754928589
110.0,0.6365177035331726,0.9997286200523376,0.9998069405555725,0.9991071820259094
111.0,0.6318923234939575,0.9997233748435974,0.9998020529747009,0.9990851879119873
112.0,0.634423017501831,0.9997267127037048,0.9998062252998352,0.9991328120231628
113.0,0.6341570615768433,0.9997269511222839,0.9998063445091248,0.9991262555122375
114.0,0.6311581134796143,0.9997220635414124,0.9998040795326233,0.9991738200187683
115.0,0.6318891644477844,0.9997236132621765,0.9998053908348083,0.9991888403892517
116.0,0.6307004690170288,0.9997170567512512,0.9998015761375427,0.9992097616195679
117.0,0.6259872913360596,0.9997379183769226,0.9998165965080261,0.9992550015449524
118.0,0.6302525401115417,0.9997395873069763,0.9998173117637634,0.9992479681968689
119.0,0.6229459643363953,0.9997304081916809,0.9998100399971008,0.9992213249206543
120.0,0.626379132270813,0.9997325539588928,0.9998114705085754,0.9992271661758423
121.0,0.6201737523078918,0.9997269511222839,0.9998074173927307,0.9992231130599976
122.0,0.6141935586929321,0.9997199177742004,0.9998015761375427,0.9991922974586487
123.0,0.6151813268661499,0.9997405409812927,0.9998152852058411,0.999175488948822
124.0,0.6181064248085022,0.9997288584709167,0.9998061060905457,0.9991326928138733
125.0,0.6106534600257874,0.9997336268424988,0.9998102784156799,0.9991610050201416
126.0,0.6207008957862854,0.999734103679657,0.9998113512992859,0.999174177646637
127.0,0.615391731262207,0.9997351765632629,0.9998114705085754,0.9991612434387207
128.0,0.623042106628418,0.9997254014015198,0.9998036026954651,0.9991614818572998
129.0,0.6100941300392151,0.9997090697288513,0.9997902512550354,0.9991286396980286
130.0,0.612205982208252,0.9997208714485168,0.999799907207489,0.999180257320404
131.0,0.6113434433937073,0.9997246861457825,0.99980229139328,0.9991759657859802
132.0,0.613895058631897,0.9997233748435974,0.9998008608818054,0.9991644620895386
133.0,0.619503915309906,0.9997169375419617,0.9997965693473816,0.9991531372070312
134.0,0.6186495423316956,0.999717652797699,0.9997976422309875,0.9991506338119507
135.0,0.6131155490875244,0.9997221827507019,0.9998008608818054,0.9991708993911743
136.0,0.6195275187492371,0.9997215867042542,0.9998003840446472,0.9991480112075806
137.0,0.6221764087677002,0.9997169375419617,0.999796450138092,0.9991434812545776
138.0,0.6179628372192383,0.9997050166130066,0.9997877478599548,0.9991154074668884
139.0,0.619181215763092,0.9997057318687439,0.9997878670692444,0.9991114735603333
140.0,0.6203774809837341,0.9997095465660095,0.9997908473014832,0.9991281628608704
141.0,0.6176504492759705,0.9997150301933289,0.9997945427894592,0.9991372227668762
142.0,0.6197576522827148,0.9997244477272034,0.9998016953468323,0.9991681575775146
143.0,0.6231648325920105,0.9997299313545227,0.9998058676719666,0.9991758465766907
144.0,0.6217353940010071,0.9997372031211853,0.9998120665550232,0.9992092251777649
145.0,0.6222647428512573,0.9997382760047913,0.9998123049736023,0.999193012714386
146.0,0.6225144863128662,0.999735414981842,0.999809205532074,0.999154806137085
147.0,0.6188870668411255,0.9997349381446838,0.9998088479042053,0.999164342880249
148.0,0.6201967000961304,0.9997323155403137,0.9998074173927307,0.999169111251831
149.0,0.6201012134552002,0.999739944934845,0.9998130202293396,0.9991750121116638
150.0,0.6233969926834106,0.9997343420982361,0.9998090863227844,0.9991558790206909
151.0,0.6219836473464966,0.9997346997261047,0.9998098015785217,0.9991719722747803
152.0,0.6145123839378357,0.9997443556785583,0.999816358089447,0.999160647392273
153.0,0.6124095320701599,0.9997454285621643,0.9998167157173157,0.999159574508667
154.0,0.6146770715713501,0.9997329115867615,0.9998083710670471,0.9991521835327148
155.0,0.6092026829719543,0.9997270703315735,0.9998043179512024,0.9991470575332642
156.0,0.6065041422843933,0.9997230172157288,0.9998015761375427,0.9991419315338135
157.0,0.605260968208313,0.999723494052887,0.9998018145561218,0.9991348385810852
158.0,0.6104586720466614,0.999731719493866,0.9998067021369934,0.9991299510002136
159.0,0.6124151349067688,0.9997336268424988,0.9998075366020203,0.999108612537384
160.0,0.6206294894218445,0.9997389912605286,0.9998118281364441,0.9991185069084167
161.0,0.6187975406646729,0.9997455477714539,0.9998173117637634,0.9991446733474731
162.0,0.6195027232170105,0.9997319579124451,0.9998086094856262,0.9991390705108643
163.0,0.6203768253326416,0.9997355341911316,0.9998113512992859,0.9991568326950073
164.0,0.6165285110473633,0.9997331500053406,0.9998098015785217,0.9991598129272461
165.0,0.6175475716590881,0.9997411370277405,0.9998158812522888,0.9991666078567505
166.0,0.6198524832725525,0.9997501969337463,0.9998226761817932,0.9991878867149353
167.0,0.6132768392562866,0.9997403025627136,0.9998155236244202,0.9991788268089294
168.0,0.6178986430168152,0.9997443556785583,0.9998188614845276,0.9992121458053589
169.0,0.6153905987739563,0.9997420907020569,0.9998170733451843,0.9991987347602844
170.0,0.6107593178749084,0.9997598528862,0.9998302459716797,0.9992231130599976
171.0,0.6108310222625732,0.9997738003730774,0.9998406171798706,0.9992421865463257
172.0,0.6184712648391724,0.9997876286506653,0.999850869178772,0.9993199110031128
173.0,0.605140209197998,0.9997832179069519,0.9998480081558228,0.9993485808372498
174.0,0.5962499380111694,0.999778687953949,0.9998421669006348,0.9993022680282593
175.0,0.5822303295135498,0.9995799660682678,0.9997193217277527,0.9993736147880554
176.0,0.5788857340812683,0.9995796084403992,0.9997201561927795,0.999351441860199
177.0,0.5712268948554993,0.9995161294937134,0.9996678829193115,0.9991621971130371
178.0,0.5397570729255676,0.9995458722114563,0.9996845722198486,0.9991549253463745
179.0,0.50248122215271,0.9995998740196228,0.9997240900993347,0.9991893172264099
180.0,0.4159432053565979,0.9996933937072754,0.9997907280921936,0.9993346333503723
181.0,0.3781197667121887,0.9996689558029175,0.9997747540473938,0.9992790818214417
182.0,0.32577595114707947,0.9995579123497009,0.9996954202651978,0.9991334080696106
183.0,0.2555693984031677,0.9995434880256653,0.99968421459198,0.9991655349731445
184.0,0.3906307518482208,0.9992483258247375,0.9996170997619629,0.9991875290870667
185.0,0.49435150623321533,0.9991843104362488,0.999541163444519,0.9984523057937622
186.0,0.5335828065872192,0.9994567036628723,0.9996964931488037,0.9977864027023315
187.0,0.5525194406509399,0.9993903636932373,0.9996566772460938,0.9978785514831543
188.0,0.5825147032737732,0.9997218251228333,0.9997979998588562,0.9994567036628723
189.0,0.6337323784828186,0.9997760653495789,0.9998431205749512,0.9996525049209595
190.0,0.6638479232788086,0.9996929168701172,0.9997895359992981,0.9996036887168884
191.0,0.6885273456573486,0.9995386600494385,0.9996746778488159,0.9996912479400635
192.0,0.7385750412940979,0.9997428059577942,0.9998703002929688,0.9992461204528809
193.0,0.8263683319091797,0.9997908473014832,0.9998980760574341,0.9995929598808289
194.0,0.8433300256729126,0.9997369647026062,0.9998754262924194,0.9996598958969116
195.0,0.8728083372116089,0.9997599720954895,0.9998871088027954,0.9997395873069763
196.0,0.8876181840896606,0.9997690320014954,0.9998910427093506,0.9997773766517639
197.0,0.8973743915557861,0.9998151659965515,0.9999161958694458,0.999733030796051
198.0,0.9041828513145447,0.9998044371604919,0.9999138116836548,0.9997727274894714
199.0,0.9189953804016113,0.9997953772544861,0.9999116659164429,0.9998098015785217
200.0,0.926754891872406,0.9997867941856384,0.9999101161956787,0.9998307228088379
201.0,0.9235065579414368,0.9997733235359192,0.9999030828475952,0.9998168349266052
202.0,0.9251486659049988,0.9995250701904297,0.9998227953910828,0.9998805522918701
203.0,0.9308211803436279,0.9995218515396118,0.9998315572738647,0.9999003410339355
204.0,0.9225058555603027,0.9995611310005188,0.9998582601547241,0.9999192953109741
205.0,0.9195688962936401,0.9994696974754333,0.9998216032981873,0.9998855590820312
206.0,0.9117439985275269,0.9994791150093079,0.9998108744621277,0.9998990297317505
207.0,0.9209031462669373,0.9993282556533813,0.9997541308403015,0.9998824596405029
208.0,0.9237027168273926,0.9997901320457458,0.9999264478683472,0.9998821020126343
209.0,0.935465395450592,0.9998502731323242,0.9999493360519409,0.9999221563339233
210.0,0.9324454069137573,0.999914288520813,0.999972939491272,0.9999613761901855
211.0,0.9389679431915283,0.999843955039978,0.999951958656311,0.9999527931213379
212.0,0.9310936331748962,0.9998300075531006,0.9999469518661499,0.9999511241912842
213.0,0.9328030347824097,0.9998621940612793,0.9999594688415527,0.9999692440032959
214.0,0.9337695837020874,0.9997928738594055,0.9999408721923828,0.9999688863754272
215.0,0.9490053057670593,0.9998652935028076,0.9999630451202393,0.9999803304672241
216.0,0.9453853964805603,0.9997716546058655,0.9999395608901978,0.9999805688858032
217.0,0.9339171051979065,0.9991015195846558,0.999785840511322,0.9999344348907471
218.0,0.9342464208602905,0.9987514019012451,0.9997180104255676,0.9999431371688843
219.0,0.9272155165672302,0.9951223731040955,0.9989290833473206,0.9999212026596069
220.0,0.9193966388702393,0.9988148212432861,0.9996745586395264,0.9999340772628784
221.0,0.9360200762748718,0.9996657371520996,0.9999076128005981,0.999956488609314
222.0,0.9444599151611328,0.9998648166656494,0.9999613761901855,0.9999666213989258
223.0,0.9446091055870056,0.9994623064994812,0.9998655319213867,0.9999496936798096
224.0,0.9522274732589722,0.9999204874038696,0.9999724626541138,0.9999617338180542
225.0,0.9554777145385742,0.9999192953109741,0.9999706745147705,0.9999544620513916
226.0,0.9564646482467651,0.9999394416809082,0.9999752044677734,0.9999314546585083
227.0,0.9460679888725281,0.9999173879623413,0.9999629259109497,0.9998741149902344
228.0,0.940869152545929,0.9999169111251831,0.9999687671661377,0.9999359846115112
229.0,0.9349969029426575,0.9998898506164551,0.9999580383300781,0.9999222755432129
230.0,0.9315270781517029,0.9999161958694458,0.9999676942825317,0.9999428987503052
231.0,0.9311899542808533,0.9999097585678101,0.9999630451202393,0.9999172687530518
232.0,0.9271012544631958,0.999920129776001,0.999966025352478,0.9998922348022461
233.0,0.9000355005264282,0.9998509883880615,0.9999414682388306,0.9998619556427002
234.0,0.9031392335891724,0.999891996383667,0.9999566078186035,0.999849796295166
235.0,0.883587658405304,0.9997937083244324,0.9999127388000488,0.9996991157531738
236.0,0.8593747615814209,0.9997005462646484,0.9998873472213745,0.999636173248291
237.0,0.8342767953872681,0.9998807907104492,0.999947190284729,0.9997274279594421
238.0,0.8257970213890076,0.9998739957809448,0.9999420642852783,0.9997057318687439
239.0,0.7835488319396973,0.999645471572876,0.9998664855957031,0.9997386336326599
240.0,0.6273218989372253,0.9995476603507996,0.9998078942298889,0.9994888305664062
241.0,0.49041709303855896,0.9998769760131836,0.9999421834945679,0.9997091889381409
242.0,0.8029235601425171,0.9997050166130066,0.9998841285705566,0.9997755885124207
243.0,0.8149885535240173,0.9997100234031677,0.9998959302902222,0.9998047947883606
244.0,0.8406691551208496,0.9997839331626892,0.9999371767044067,0.9998849630355835
245.0,0.8821067214012146,0.9998700618743896,0.9999489784240723,0.9998425245285034
246.0,0.8957003355026245,0.9998679161071777,0.9999550580978394,0.9999123811721802
