frame,BOX_x,BOX_y,BOX_width,BOX_height,TOE_x,TOE_y,HOSEL_x,HOSEL_y,GRIP_x,GRIP_y
1.0,0.5574073791503906,0.6513020992279053,0.012962962500751019,0.12864583730697632,0.5630154013633728,0.7174896597862244,0.5618535280227661,0.707880973815918,0.5507887005805969,0.5859333276748657
2.0,0.5574073791503906,0.65234375,0.012962962500751019,0.12864583730697632,0.5641890168190002,0.7194259762763977,0.5622382164001465,0.7095833420753479,0.5507352352142334,0.5869075655937195
3.0,0.5569444298744202,0.6526041626930237,0.013888888992369175,0.12812499701976776,0.5639983415603638,0.7195240259170532,0.5619573593139648,0.7096758484840393,0.550521194934845,0.587094247341156
4.0,0.5569444298744202,0.6526041626930237,0.013888888992369175,0.12812499701976776,0.5640795826911926,0.7195559740066528,0.561872124671936,0.709732711315155,0.5503959655761719,0.5870488882064819
5.0,0.5569444298744202,0.6526041626930237,0.013888888992369175,0.12812499701976776,0.5641660690307617,0.7195675373077393,0.5618056654930115,0.7096654176712036,0.5504212379455566,0.5869147777557373
6.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13177083432674408,0.5652351379394531,0.7194361090660095,0.5618025660514832,0.7096236944198608,0.5507510900497437,0.588602602481842
7.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13177083432674408,0.5650488138198853,0.7193467020988464,0.5616172552108765,0.709493100643158,0.5508890748023987,0.5885307192802429
8.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13177083432674408,0.565216600894928,0.7194263935089111,0.5617323517799377,0.7095299959182739,0.5508190989494324,0.5886228084564209
9.0,0.5569444298744202,0.653124988079071,0.013888888992369175,0.13124999403953552,0.5653436183929443,0.7195779085159302,0.561703085899353,0.7096273303031921,0.5507805943489075,0.5886977910995483
10.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13072916865348816,0.5653122067451477,0.7195716500282288,0.5619358420372009,0.7097194790840149,0.5507281422615051,0.5889310240745544
11.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13072916865348816,0.5654033422470093,0.7196434140205383,0.5618644952774048,0.7097558379173279,0.5506351590156555,0.5888860821723938
12.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13072916865348816,0.56535804271698,0.7196795344352722,0.5618007779121399,0.7097842693328857,0.5506507754325867,0.5889477133750916
13.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13072916865348816,0.5653682947158813,0.7195946574211121,0.5617793798446655,0.7097806930541992,0.550565779209137,0.5887261033058167
14.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13072916865348816,0.5653371810913086,0.719533383846283,0.5617368221282959,0.7098751664161682,0.5501739382743835,0.5886585116386414
15.0,0.5564814805984497,0.6528645753860474,0.012962962500751019,0.13072916865348816,0.5650507211685181,0.7195037603378296,0.561626672744751,0.7098604440689087,0.5500637888908386,0.5885927677154541
16.0,0.5569444298744202,0.6528645753860474,0.013888888992369175,0.13072916865348816,0.565175473690033,0.7197162508964539,0.5616387724876404,0.7100054025650024,0.5499281287193298,0.5885031223297119
17.0,0.5564814805984497,0.653124988079071,0.012962962500751019,0.13124999403953552,0.5648360252380371,0.7197861075401306,0.5613800883293152,0.7100278735160828,0.5498807430267334,0.5886526107788086
18.0,0.5564814805984497,0.6528645753860474,0.012962962500751019,0.13072916865348816,0.5643240809440613,0.7197238802909851,0.5612674355506897,0.7099666595458984,0.5501910448074341,0.5884492993354797
19.0,0.5564814805984497,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5642825961112976,0.7196261882781982,0.5613176226615906,0.7099693417549133,0.5501422882080078,0.5883262157440186
20.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5642533898353577,0.7194396257400513,0.5611849427223206,0.7097615599632263,0.55008465051651,0.5883775353431702
21.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5642837882041931,0.7193991541862488,0.5611531138420105,0.709769606590271,0.5499494671821594,0.5885633230209351
22.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5641458630561829,0.7194715142250061,0.561181902885437,0.7098817229270935,0.5499531030654907,0.5883541107177734
23.0,0.5564814805984497,0.6528645753860474,0.012962962500751019,0.13072916865348816,0.5644726753234863,0.7196437120437622,0.5610728859901428,0.7098825573921204,0.5500427484512329,0.5883263945579529
24.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5644994378089905,0.7196285128593445,0.5609545111656189,0.7099116444587708,0.5500900745391846,0.5883554816246033
25.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5643612742424011,0.719704270362854,0.560881495475769,0.7099297046661377,0.5499894022941589,0.5884438157081604
26.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5643755197525024,0.7195578813552856,0.5609320402145386,0.7097981572151184,0.5500669479370117,0.5883594155311584
27.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.5642827749252319,0.7194969058036804,0.5609641671180725,0.7097914218902588,0.5500569939613342,0.5884138345718384
28.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.13072916865348816,0.564301073551178,0.7194488048553467,0.5609050989151001,0.7097121477127075,0.5500228404998779,0.5882562398910522
29.0,0.5560185313224792,0.6526041626930237,0.012037036940455437,0.1302083283662796,0.5643746852874756,0.7193215489387512,0.5607196092605591,0.7095842361450195,0.5499388575553894,0.5882539749145508
30.0,0.5560185313224792,0.6526041626930237,0.012037036940455437,0.1302083283662796,0.5641528367996216,0.7192357182502747,0.5607177019119263,0.7096396088600159,0.5497882962226868,0.5881900787353516
31.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.12968750298023224,0.5641918182373047,0.7191013693809509,0.560896098613739,0.7095564603805542,0.5498024821281433,0.5885352492332458
32.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.12968750298023224,0.5639065504074097,0.7189906239509583,0.560451328754425,0.709469735622406,0.5496801137924194,0.5882745981216431
33.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.12968750298023224,0.5637792944908142,0.7186892628669739,0.560437798500061,0.7093108296394348,0.5496484637260437,0.5882362127304077
34.0,0.5560185313224792,0.653124988079071,0.012037036940455437,0.1302083283662796,0.5639271140098572,0.719009518623352,0.5605241060256958,0.7095776796340942,0.5497038960456848,0.5882446765899658
35.0,0.5560185313224792,0.653124988079071,0.012037036940455437,0.1302083283662796,0.5640383958816528,0.7190222144126892,0.5605942606925964,0.7095869183540344,0.5496575832366943,0.5884503126144409
36.0,0.5560185313224792,0.653124988079071,0.012037036940455437,0.1302083283662796,0.5640938878059387,0.719096839427948,0.5606034994125366,0.7096274495124817,0.5496435165405273,0.5883944630622864
37.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.564363956451416,0.7191067934036255,0.5606614351272583,0.7096245288848877,0.5495744347572327,0.5884181261062622
38.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5641899704933167,0.719293475151062,0.5605541467666626,0.7097886800765991,0.5495129823684692,0.5885271430015564
39.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5641659498214722,0.7191876769065857,0.5604971647262573,0.7097331881523132,0.5494611263275146,0.5885037183761597
40.0,0.5560185313224792,0.653124988079071,0.012037036940455437,0.1302083283662796,0.5641044974327087,0.7192574143409729,0.5605162382125854,0.7097177505493164,0.549782395362854,0.5885063409805298
41.0,0.5560185313224792,0.653124988079071,0.012037036940455437,0.1302083283662796,0.5643283724784851,0.7191517353057861,0.560683012008667,0.709664523601532,0.549799382686615,0.5884853005409241
42.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.12968750298023224,0.5643044114112854,0.7189421057701111,0.5607115030288696,0.7094615697860718,0.5499122738838196,0.588786244392395
43.0,0.5560185313224792,0.6528645753860474,0.012037036940455437,0.12968750298023224,0.5641575455665588,0.7191436290740967,0.5605588555335999,0.7096008658409119,0.5498477220535278,0.5886825919151306
44.0,0.5555555820465088,0.6528645753860474,0.012962962500751019,0.12968750298023224,0.5640784502029419,0.7188026309013367,0.5603582262992859,0.7093080282211304,0.5495423674583435,0.5885258913040161
45.0,0.5555555820465088,0.6528645753860474,0.012962962500751019,0.12968750298023224,0.5640431046485901,0.7186020016670227,0.5602813959121704,0.7091677188873291,0.5493817329406738,0.5885103940963745
46.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5640381574630737,0.7190160155296326,0.5602745413780212,0.709530770778656,0.5494187474250793,0.588462233543396
47.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.564190685749054,0.7192420959472656,0.5601828694343567,0.709598183631897,0.5494613647460938,0.5884253978729248
48.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5640041828155518,0.719186544418335,0.5600506067276001,0.7094952464103699,0.5494754910469055,0.5885099768638611
49.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5640697479248047,0.7191511392593384,0.5599855780601501,0.7093591690063477,0.5494569540023804,0.5885343551635742
50.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5640577077865601,0.7188684940338135,0.5598092675209045,0.7092178463935852,0.5493516325950623,0.5885105729103088
51.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5641064047813416,0.7188737392425537,0.5598442554473877,0.7091589570045471,0.5494350790977478,0.5886054635047913
52.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5640674829483032,0.7188724279403687,0.5597624182701111,0.7091931700706482,0.5494167804718018,0.5887638926506042
53.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5641807317733765,0.7189324498176575,0.5598474740982056,0.7092728018760681,0.5492835640907288,0.5885912179946899
54.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5641654133796692,0.7189151644706726,0.5599184632301331,0.7091913223266602,0.5493412017822266,0.5886377692222595
55.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5643572807312012,0.7188405394554138,0.5600675344467163,0.7092161774635315,0.5493523478507996,0.5887302756309509
56.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5644303560256958,0.7189140319824219,0.56010502576828,0.7092123031616211,0.5494747161865234,0.5887302756309509
57.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5644504427909851,0.7188428044319153,0.5601689219474792,0.7091751098632812,0.5494564771652222,0.5887877345085144
58.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5642343163490295,0.71879643201828,0.5599673390388489,0.7091713547706604,0.5494252443313599,0.5886458158493042
59.0,0.5555555820465088,0.653124988079071,0.012962962500751019,0.1302083283662796,0.5642102360725403,0.7189387679100037,0.5599456429481506,0.7092732191085815,0.5493719577789307,0.5886514782905579
60.0,0.5555555820465088,0.6533854007720947,0.012962962500751019,0.12968750298023224,0.5641236901283264,0.7189626693725586,0.5599424839019775,0.7093422412872314,0.5493435263633728,0.588623583316803
